N,m,alpha_index,alpha,replications,batch,seed,fdr,mcse,ci95_lower,ci95_upper,rejection_probability,rejection_probability_mcse,mean_fixed_point_iterations,maximum_fixed_point_iterations
100,16700,67,0.068,100000,20000,30791694,0.07011771863439545,0.00034405484241416354,0.06944338353455709,0.0707920537342338,0.96693,0.0005654765698063894,5.80596,47
100,16700,68,0.069,100000,20000,30799613,0.07177215571307695,0.0003536090344232445,0.07107909474099941,0.07246521668515449,0.96721,0.0005631590885353799,5.83623,49
100,16700,69,0.07,100000,20000,30807532,0.07158240878863735,0.00034337263887668836,0.07090941078316257,0.07225540679411213,0.96761,0.0005598293302427091,5.85396,45
100,16700,70,0.071,100000,20000,30815451,0.07310438206264436,0.0003506844324228015,0.07241705320515679,0.07379171092013193,0.97023,0.0005374360157265231,5.86058,50
100,16700,71,0.072,100000,20000,30823370,0.07454684399995945,0.0003544281109872009,0.07385217766731597,0.07524151033260293,0.96842,0.0005530163071736678,5.89096,46
100,16700,72,0.073,100000,20000,30831289,0.07506311269877862,0.00035248112437776306,0.07437226238976802,0.07575396300778922,0.96928,0.0005456764755787074,5.89634,49
100,16700,73,0.074,100000,20000,30839208,0.07625518511541773,0.00035275516783140297,0.0755637976911078,0.07694657253972767,0.97007,0.0005388338807090736,5.92163,56
100,16700,74,0.075,100000,20000,30847127,0.07747872691416607,0.0003601370239629856,0.07677287131769918,0.07818458251063297,0.97005,0.0005390083255386695,5.93098,49
100,16700,75,0.076,100000,20000,30855046,0.07854280229292471,0.00035940334496592177,0.07783838468086828,0.07924721990498114,0.97089,0.0005316258825527588,5.96675,48
100,16700,76,0.077,100000,20000,30862965,0.07958327463886886,0.00036276668324801143,0.0788722650049117,0.080294284272826,0.97079,0.0005325108064631174,5.97307,52
100,16700,77,0.078,100000,20000,30870884,0.08031665862780356,0.0003592558062824821,0.079612530186253,0.08102078706935412,0.97125,0.0005284263193672326,5.99343,55
100,16700,78,0.079,100000,20000,30878803,0.08092484854532357,0.000356544894355331,0.08022603339351549,0.08162366369713166,0.9721,0.0005207839283234461,6.00299,51
100,16700,79,0.08,100000,20000,30886722,0.08183361184242328,0.00035739118346623605,0.08113313799443732,0.08253408569040925,0.97253,0.0005168694138754971,6.02174,47
100,16700,80,0.081,100000,20000,30894641,0.08314910484963006,0.0003613162800396522,0.08244093795372436,0.08385727174553577,0.97306,0.000511998402341257,6.04246,48
100,16700,81,0.082,100000,20000,30902560,0.0835766316688298,0.0003574138286559999,0.08287611343708746,0.08427714990057213,0.97414,0.0005019089598722063,6.04191,50
100,16700,82,0.083,100000,20000,30910479,0.08501333728422922,0.0003615552944663338,0.08430470192865543,0.08572197263980301,0.97311,0.0005115361952003003,6.08567,50
100,16700,83,0.084,100000,20000,30918398,0.08577539385144954,0.0003604396482199064,0.08506894512233824,0.08648184258056084,0.97498,0.0004939028204009371,6.08777,50
100,16700,84,0.085,100000,20000,30926317,0.08665195398136609,0.0003597392789625731,0.08594687795077503,0.08735703001195715,0.97496,0.0004940951163490686,6.09822,59
100,16700,85,0.086,100000,20000,30934236,0.08798169674619173,0.0003630757509014567,0.08727008135076504,0.08869331214161842,0.97572,0.0004867286882853729,6.13472,51
100,16700,86,0.087,100000,20000,30942155,0.0890147332759435,0.00036571050818292466,0.08829795385113713,0.08973151270074987,0.97577,0.00048623972585546706,6.13929,61
100,16700,87,0.088,100000,20000,30950074,0.09067176513517793,0.00037321343834764606,0.08994028023747018,0.09140325003288567,0.9759,0.0004849658750881345,6.17372,59
100,16700,88,0.089,100000,20000,30957993,0.09082078723516797,0.00036468312815144327,0.09010602143822173,0.0915355530321142,0.97643,0.0004797338334951995,6.18718,49
100,16700,89,0.09,100000,20000,30965912,0.09204148255063879,0.0003695463130849013,0.09131718508637282,0.09276578001490476,0.97605,0.00048349144253026884,6.20398,61
100,16700,90,0.091,100000,20000,30973831,0.09229700240270317,0.0003613275189993923,0.09158881347884114,0.09300519132656519,0.97764,0.0004675471142034784,6.21073,56
100,16700,91,0.092,100000,20000,30981750,0.09418399331284807,0.0003729148329377947,0.09345309367098922,0.09491489295470693,0.97772,0.0004667290605908311,6.24058,53
100,16700,92,0.093,100000,20000,30989669,0.09584949850884772,0.0003748715797281671,0.09511476371375288,0.09658423330394256,0.97957,0.00044735461437208794,6.25324,58
100,16700,93,0.094,100000,20000,30997588,0.09599424473236245,0.00036963468715006323,0.0952697740581116,0.09671871540661331,0.97922,0.00045108969839711505,6.26651,55
100,16700,94,0.095,100000,20000,31005507,0.09675243384541643,0.00036656623593069623,0.09603397722504385,0.09747089046578901,0.97895,0.000453948207398157,6.28652,51
100,16700,95,0.096,100000,20000,31013426,0.09785200858164325,0.0003693727631008868,0.09712805126909546,0.09857596589419104,0.97996,0.0004431523259557592,6.30704,67
100,16700,96,0.097,100000,20000,31021345,0.09874067898970318,0.0003702935478392067,0.09801491697223078,0.09946644100717558,0.98028,0.0004396717138957197,6.31458,47
100,16700,97,0.098,100000,20000,31029264,0.09958944247705331,0.0003732182551313282,0.09885794813862303,0.1003209368154836,0.9798,0.000444881557271146,6.35118,48
100,16700,98,0.099,100000,20000,31037183,0.10134953127682246,0.0003785043858442431,0.10060767631257729,0.10209138624106763,0.98064,0.0004357199834756267,6.36392,51
100,16700,99,0.1,100000,20000,31045102,0.10214686341723933,0.0003801483836695054,0.10140178627646598,0.10289194055801268,0.97975,0.0004454204474426381,6.39366,56
500,83500,0,0.001,100000,20000,70262321,0.0009722736845184846,6.171799470082913e-05,0.0008513086377068256,0.0010932387313301436,0.72127,0.0014178842939393892,4.91676,70
500,83500,1,0.002,100000,20000,70270240,0.0021185578210482594,9.467014195196041e-05,0.0019330077524111226,0.0023041078896853962,0.77288,0.0013249019042932953,4.9396,70
500,83500,2,0.003,100000,20000,70278159,0.0031430585403880913,0.0001108886335950843,0.0029257208122468676,0.003360396268529315,0.79792,0.0012698175995000229,5.0114,72
500,83500,3,0.004,100000,20000,70286078,0.004061931501486293,0.000120978882053651,0.003824817249771218,0.004299045753201368,0.81791,0.0012203820381339607,5.04489,66
500,83500,4,0.005,100000,20000,70293997,0.005143788836800633,0.00013366518095202186,0.004881809896147641,0.005405767777453625,0.83288,0.0011797919545411388,5.08288,69
500,83500,5,0.006,100000,20000,70301916,0.006192052065152488,0.00014493720827074135,0.005907980356922055,0.006476123773382922,0.8436,0.001148647204323416,5.10417,69
500,83500,6,0.007,100000,20000,70309835,0.0072231167717395055,0.00015363803213316727,0.00692199176210289,0.007524241781376121,0.85401,0.001116588195800045,5.12648,66
500,83500,7,0.008,100000,20000,70317754,0.00839551365658264,0.00016673027030471082,0.008068728331652777,0.008722298981512501,0.86093,0.001094209920901835,5.14368,77
500,83500,8,0.009,100000,20000,70325673,0.009340352475032366,0.00017211064208793087,0.009003021815183957,0.009677683134880774,0.86723,0.00107304299587668,5.16166,76
500,83500,9,0.01,100000,20000,70333592,0.010282614663104959,0.00017646268951363665,0.009936754147043158,0.01062847517916676,0.87385,0.0010499341765082227,5.15688,75
500,83500,10,0.011,100000,20000,70341511,0.011672783928908107,0.00019281415285207732,0.011294875133608434,0.01205069272420778,0.8802,0.0010268785712049893,5.19787,74
500,83500,11,0.012,100000,20000,70349430,0.012418656844746467,0.0001925473645464196,0.01204127094491738,0.012796042744575555,0.88365,0.0010139658648100533,5.19811,70
500,83500,12,0.013,100000,20000,70357349,0.013619774271755826,0.00020216310480211818,0.013223541867340878,0.014016006676170773,0.88884,0.000993999267605364,5.2145,67
500,83500,13,0.014,100000,20000,70365268,0.014797731495022868,0.00020888386104364606,0.014388326650425652,0.015207136339620083,0.89352,0.0009754076563160657,5.25685,85
500,83500,14,0.015,100000,20000,70373187,0.01613772512035989,0.00022380176205102285,0.01569908172706328,0.0165763685136565,0.89737,0.0009596722518651876,5.29339,70
500,83500,15,0.016,100000,20000,70381106,0.0168266980352263,0.00021963165734491767,0.016396227896965418,0.01725716817348718,0.89957,0.0009504936354337151,5.31376,75
500,83500,16,0.017,100000,20000,70389025,0.017767520181951005,0.00022265843417039534,0.017331117670122947,0.018203922693779063,0.90323,0.0009349094453475161,5.34341,77
500,83500,17,0.018,100000,20000,70396944,0.018706060597482324,0.0002250612865693067,0.018264948581492236,0.019147172613472412,0.906,0.0009228434320078351,5.35805,71
500,83500,18,0.019,100000,20000,70404863,0.019964093470423046,0.00023332447685780783,0.019506785899070095,0.020421401041775998,0.90876,0.0009105781811574445,5.4003,69
500,83500,19,0.02,100000,20000,70412782,0.02142890988057914,0.0002453354990088169,0.020948061138392697,0.021909758622765584,0.91215,0.0008951668978464294,5.41357,90
500,83500,20,0.021,100000,20000,70420701,0.02255837608556764,0.00024975032073710964,0.02206887445179558,0.023047877719339704,0.91245,0.0008937840762734588,5.45746,85
500,83500,21,0.022,100000,20000,70428620,0.023010540819808745,0.0002433190624187888,0.022533644220715864,0.023487437418901625,0.91643,0.0008751345902202702,5.48877,68
500,83500,22,0.023,100000,20000,70436539,0.024159548353318613,0.000250685286874265,0.023668214219590963,0.024650882487046263,0.91875,0.0008639932725432533,5.51991,75
500,83500,23,0.024,100000,20000,70444458,0.02555276356579961,0.0002600174125088019,0.025043138801929064,0.026062388329670158,0.9209,0.0008534822200842848,5.54054,86
500,83500,24,0.025,100000,20000,70452377,0.026055786572411612,0.0002542566242214566,0.025557452746106823,0.0265541203987164,0.92265,0.0008447897815433141,5.5793,66
500,83500,25,0.026,100000,20000,70460296,0.02777280643636399,0.00027067978612055067,0.027242283804224707,0.028303329068503275,0.92408,0.0008375927029290549,5.60835,64
500,83500,26,0.027,100000,20000,70468215,0.02856578745957485,0.000268378355562563,0.028039775548442142,0.029091799370707556,0.92569,0.0008293854586379001,5.63963,85
500,83500,27,0.028,100000,20000,70476134,0.02975095775496654,0.0002730245129541556,0.029215839542679804,0.030286075967253273,0.92847,0.0008149445324683146,5.66608,80
500,83500,28,0.029,100000,20000,70484053,0.030275543293367426,0.0002663556920657254,0.029753495729841362,0.03079759085689349,0.93136,0.0007995533152954844,5.68889,69
500,83500,29,0.03,100000,20000,70491972,0.031221164108523745,0.0002707257931859008,0.03069055130419334,0.03175177691285415,0.9316,0.0007982571014403819,5.73139,74
500,83500,30,0.031,100000,20000,70499891,0.032357716646336056,0.0002771097675989382,0.031814591482077874,0.03290084181059424,0.93277,0.0007918972603816736,5.74289,82
500,83500,31,0.032,100000,20000,70507810,0.033655960651655076,0.00028020495642697905,0.03310676902876858,0.03420515227454157,0.93374,0.0007865723895484763,5.79315,74
500,83500,32,0.033,100000,20000,70515729,0.03503558223101721,0.000290271345812193,0.03446666084748134,0.03560450361455308,0.93674,0.0007697932995291657,5.79728,86
500,83500,33,0.034,100000,20000,70523648,0.035977271124244016,0.0002904951301351851,0.035407911131494774,0.03654663111699326,0.93733,0.0007664363711359215,5.8166,100
500,83500,34,0.035,100000,20000,70531567,0.03690165374843819,0.0002914875961184338,0.03633034855810591,0.03747295893877048,0.93864,0.0007589133705502886,5.84104,72
500,83500,35,0.036,100000,20000,70539486,0.038109278272893655,0.0002981919143384527,0.037524832860309235,0.038693723685478076,0.93942,0.0007543875900357851,5.88514,69
500,83500,36,0.037,100000,20000,70547405,0.03938999088264827,0.0003039412728994734,0.03879427693435004,0.039985704830946496,0.94205,0.0007388626225490092,5.89094,76
500,83500,37,0.038,100000,20000,70555324,0.04005285285716764,0.0002995889810664954,0.03946566924411226,0.040640036470223025,0.9425,0.0007361640442184066,5.91204,87
500,83500,38,0.039,100000,20000,70563243,0.04081422399088642,0.0002971028562161873,0.04023191309299871,0.04139653488877413,0.94413,0.000726281922534218,5.95067,89
500,83500,39,0.04,100000,20000,70571162,0.04168373764741527,0.0002986921171411642,0.04109831185535257,0.04226916343947797,0.94553,0.0007176560394785235,5.96246,80
500,83500,40,0.041,100000,20000,70579081,0.04360725093171667,0.00031001782080801097,0.042999627168367374,0.044214874695065964,0.94701,0.0007083929693327001,5.98662,78
500,83500,41,0.042,100000,20000,70587000,0.04440856508169109,0.0003107639358518211,0.043799478959727606,0.04501765120365457,0.94793,0.0007025575784232916,6.02028,72
500,83500,42,0.043,100000,20000,70594919,0.04542468382841932,0.0003172560532371988,0.04480287339019709,0.04604649426664155,0.9477,0.0007040220877216852,6.02495,71
500,83500,43,0.044,100000,20000,70602838,0.04638067177425097,0.00031315351572881267,0.0457669021617904,0.046994441386711536,0.95,0.0006892024376045114,6.04273,75
500,83500,44,0.045,100000,20000,70610757,0.04717325899221273,0.0003160474739432422,0.04655381732587911,0.04779270065854635,0.95012,0.0006884183727937542,6.06465,76
500,83500,45,0.046,100000,20000,70618676,0.04822076496564368,0.00031735815698899126,0.047598754407745254,0.04884277552354211,0.95198,0.0006761218795453965,6.07405,81
500,83500,46,0.047,100000,20000,70626595,0.050039679974017405,0.00032821167622286104,0.04939639690931508,0.05068296303871973,0.95258,0.0006720962996476027,6.12143,78
500,83500,47,0.048,100000,20000,70634514,0.05067837857709506,0.00032676784692878166,0.05003792536580895,0.051318831788381175,0.95364,0.0006649116512740618,6.11399,74
500,83500,48,0.049,100000,20000,70642433,0.05124783168665948,0.0003208890107822098,0.05061890078249166,0.0518767625908273,0.95367,0.0006647069361756351,6.13976,76
500,83500,49,0.05,100000,20000,70650352,0.05262836021514588,0.0003274032611571713,0.05198666161485686,0.053270058815434895,0.95359,0.0006652526730498718,6.15561,95
500,83500,50,0.051,100000,20000,70658271,0.05366501074395021,0.0003291406346488754,0.05301990695418976,0.054310114533710666,0.95568,0.0006508128578938805,6.18247,82
500,83500,51,0.052,100000,20000,70666190,0.05480246317130683,0.0003318750975610599,0.05415199993272144,0.055452926409892224,0.95722,0.0006399208669827859,6.19533,68
500,83500,52,0.053,100000,20000,70674109,0.05559520832925833,0.0003324879423844503,0.05494354393689098,0.05624687272162568,0.95743,0.0006384183197559417,6.21362,89
500,83500,53,0.054,100000,20000,70682028,0.05680028366983037,0.0003353765019252623,0.05614295780479583,0.057457609534864916,0.95748,0.0006380599470269232,6.24936,67
500,83500,54,0.055,100000,20000,70689947,0.05825020012726871,0.000342308933851792,0.057579286945332896,0.05892111330920453,0.95862,0.0006298229560757529,6.27843,71
500,83500,55,0.056,100000,20000,70697866,0.05879543059778897,0.0003373031826756389,0.05813432850787398,0.059456532687703956,0.95972,0.000621751731802976,6.29054,72
500,83500,56,0.057,100000,20000,70705785,0.059727184717265715,0.00034000431126720275,0.05906078851259365,0.06039358092193778,0.9603,0.000617445625136335,6.30777,83
500,83500,57,0.058,100000,20000,70713704,0.060850072136399286,0.0003409424217120287,0.06018183726904184,0.06151830700375673,0.96097,0.0006124268046060688,6.34742,71
500,83500,58,0.059,100000,20000,70721623,0.06174233944794794,0.0003395597501367294,0.061076814567080535,0.06240786432881535,0.96255,0.000600395682029776,6.36138,84
500,83500,59,0.06,100000,20000,70729542,0.06284425403371212,0.0003421196061504162,0.062173711927252275,0.06351479614017196,0.9627,0.0005992387671037313,6.37942,80
500,83500,60,0.061,100000,20000,70737461,0.06382165646704666,0.00034377929998738726,0.06314786142044099,0.06449545151365232,0.96398,0.00058925851372721,6.39709,70
500,83500,61,0.062,100000,20000,70745380,0.06514471405470897,0.00034987145790265066,0.06445897859800125,0.06583044951141669,0.96513,0.0005801213933307403,6.43215,71
500,83500,62,0.063,100000,20000,70753299,0.06631903502007937,0.00035217390613018955,0.0656287868477694,0.06700928319238933,0.96513,0.0005801213933307403,6.44461,67
500,83500,63,0.064,100000,20000,70761218,0.06698905281196335,0.0003492947941177909,0.06630444759550515,0.06767365802842155,0.96568,0.00057569208436455,6.47901,69
500,83500,64,0.065,100000,20000,70769137,0.0677155964796026,0.00034817735933163587,0.06703318139508033,0.06839801156412487,0.96566,0.0005758538390946094,6.49338,80
500,83500,65,0.066,100000,20000,70777056,0.06903055298462017,0.00035422170117687974,0.06833629120777097,0.06972481476146937,0.96667,0.0005676188078279293,6.52552,72
500,83500,66,0.067,100000,20000,70784975,0.06964814079312998,0.0003484438711095442,0.06896520335512155,0.0703310782311384,0.96734,0.0005620793929686448,6.54903,78
500,83500,67,0.068,100000,20000,70792894,0.07035735480553904,0.00034487158648427316,0.06968141891673867,0.0710332906943394,0.96816,0.0005552136021388524,6.57862,71
500,83500,68,0.069,100000,20000,70800813,0.07158560306179235,0.0003506893100386657,0.07089826464435336,0.07227294147923133,0.96827,0.0005542851892302377,6.59492,79
500,83500,69,0.07,100000,20000,70808732,0.07394263254090158,0.00036592096566033744,0.0732254406270192,0.07465982445478396,0.96956,0.0005432624264570487,6.60753,63
500,83500,70,0.071,100000,20000,70816651,0.07430089677430887,0.0003583050214124834,0.07359863183686055,0.0750031617117572,0.97062,0.0005340113819011722,6.63177,73
500,83500,71,0.072,100000,20000,70824570,0.0752124589959495,0.0003582821520281205,0.07451023888167088,0.07591467911022812,0.97065,0.0005337469203658227,6.66468,85
500,83500,72,0.073,100000,20000,70832489,0.07635185443737659,0.00036173425117004825,0.07564286833310872,0.07706084054164446,0.97128,0.0005281587034216133,6.68367,91
500,83500,73,0.074,100000,20000,70840408,0.07733246509406329,0.00036410544643991074,0.07661883153246618,0.0780460986556604,0.97162,0.0005251149931205541,6.70691,83
500,83500,74,0.075,100000,20000,70848327,0.0780743494089332,0.0003630797040947762,0.07736272626538997,0.07878597255247642,0.9717,0.0005243959381993723,6.74187,84
500,83500,75,0.076,100000,20000,70856246,0.07910253222641811,0.0003612972350336906,0.07839440265803817,0.07981066179479805,0.97236,0.0005184209717980166,6.76641,85
500,83500,76,0.077,100000,20000,70864165,0.07984573355757985,0.0003582531343538165,0.07914357031689778,0.08054789679826191,0.97329,0.0005098683741908298,6.7617,78
500,83500,77,0.078,100000,20000,70872084,0.08151941855862314,0.00036999624457042905,0.08079423924485003,0.08224459787239626,0.97334,0.0005094040086218405,6.79729,77
500,83500,78,0.079,100000,20000,70880003,0.08219901407010734,0.0003649311143425518,0.08148376222915787,0.0829142659110568,0.97305,0.0005120907878491863,6.83481,103
500,83500,79,0.08,100000,20000,70887922,0.08284647122511683,0.0003647337418199268,0.08213160622720325,0.08356133622303041,0.97342,0.0005086600397121838,6.84769,76
500,83500,80,0.081,100000,20000,70895841,0.08355829489097949,0.0003604026280565869,0.082851918720055,0.08426467106190398,0.9746,0.000497542360005658,6.86673,78
500,83500,81,0.082,100000,20000,70903760,0.08484632521677955,0.0003665302534489203,0.08412793912077533,0.08556471131278377,0.97492,0.000494479459634068,6.89151,82
500,83500,82,0.083,100000,20000,70911679,0.08612206874226842,0.00036952219410164806,0.08539781855034097,0.08684631893419588,0.97558,0.00048809490470604175,6.91123,68
500,83500,83,0.084,100000,20000,70919598,0.08690100100214648,0.00036687573995121506,0.08618193776504061,0.08762006423925235,0.97717,0.0004723218298999107,6.93091,87
500,83500,84,0.085,100000,20000,70927517,0.08809724621103301,0.00036888843355815286,0.08737423816694564,0.08882025425512038,0.97737,0.0004702965351775413,6.95781,84
500,83500,85,0.086,100000,20000,70935436,0.08924678220449885,0.00037179511240711304,0.08851807717455289,0.0899754872344448,0.97717,0.0004723218298999107,6.97603,73
500,83500,86,0.087,100000,20000,70943355,0.09087205917340456,0.00037920101614494385,0.09012883883885948,0.09161527950794963,0.97734,0.00047060093922558224,7.01217,72
500,83500,87,0.088,100000,20000,70951274,0.0902591577610035,0.0003653226552161881,0.08954313851404323,0.09097517700796377,0.97798,0.0004640594746366034,7.00803,73
500,83500,88,0.089,100000,20000,70959193,0.09211217754260687,0.0003721678191023425,0.09138274202096146,0.09284161306425227,0.97796,0.0004642654240841111,7.0449,85
500,83500,89,0.09,100000,20000,70967112,0.09296384383396204,0.00037297342049602723,0.09223282936259912,0.09369485830532497,0.97938,0.00044938642169073124,7.05115,78
500,83500,90,0.091,100000,20000,70975031,0.09475428846016508,0.000378722701956549,0.09401200560420254,0.09549657131612761,0.97897,0.0004537371386607007,7.10571,83
500,83500,91,0.092,100000,20000,70982950,0.09461436964181232,0.00037156228879287414,0.09388612093776501,0.09534261834585962,0.97942,0.00044895950374170766,7.09456,92
500,83500,92,0.093,100000,20000,70990869,0.09612516231392057,0.000376695102378109,0.09538685348010685,0.09686347114773429,0.97946,0.0004485321437756719,7.12691,83
500,83500,93,0.094,100000,20000,70998788,0.09720563948213926,0.00037581836701699474,0.09646904901805729,0.09794222994622122,0.98063,0.0004358302777458216,7.15434,84
500,83500,94,0.095,100000,20000,71006707,0.09853890170025091,0.0003822775296002815,0.09778965151013541,0.09928815189036641,0.98084,0.0004335077208078301,7.171,69
500,83500,95,0.096,100000,20000,71014626,0.09928628402292848,0.0003777080414331593,0.09854598986504833,0.10002657818080864,0.98171,0.0004237390222766842,7.1855,82
500,83500,96,0.097,100000,20000,71022545,0.0999975165831493,0.00037495534821170497,0.09926261760484369,0.10073241556145492,0.98232,0.00041674233766201424,7.20197,83
500,83500,97,0.098,100000,20000,71030464,0.10084846167907369,0.0003773503526071734,0.10010886857841014,0.10158805477973723,0.98178,0.00042294244998581086,7.21948,93
500,83500,98,0.099,100000,20000,71038383,0.10230948531355843,0.00038207146724243744,0.10156063899824289,0.10305833162887398,0.98262,0.00041325458981117136,7.24266,74
500,83500,99,0.1,100000,20000,71046302,0.10240404697816372,0.00037613255832242177,0.10166684071043885,0.10314125324588858,0.98218,0.00041835926665964926,7.26913,95
1000,167000,0,0.001,100000,20000,120263821,0.0010995513511534273,7.230647207496402e-05,0.0009578332700373467,0.001241269432269508,0.71848,0.0014222042384974107,5.21372,84
1000,167000,1,0.002,100000,20000,120271740,0.002040922623443232,9.006900800804794e-05,0.0018643906116242084,0.0022174546352622558,0.76956,0.0013316809167364379,5.27755,95
1000,167000,2,0.003,100000,20000,120279659,0.002848244906214096,9.623075513282868e-05,0.002659636091948659,0.003036853720479533,0.80042,0.001263913856241793,5.30828,90
1000,167000,3,0.004,100000,20000,120287578,0.004155334279002664,0.000124039916434262,0.003912220510146153,0.004398448047859175,0.82023,0.0012143012274555272,5.30386,97
1000,167000,4,0.005,100000,20000,120295497,0.005094518499403068,0.0001315236070170001,0.004836736966532948,0.0053523000322731875,0.83271,0.0011802713920959027,5.28476,92
1000,167000,5,0.006,100000,20000,120303416,0.006368161571096801,0.00015071559321870712,0.006072764436479546,0.006663558705714056,0.84444,0.0011461286419944317,5.31775,87
1000,167000,6,0.007,100000,20000,120311335,0.00735038877552106,0.00015831384408281727,0.007040099342864648,0.0076606782081774715,0.85496,0.0011135681317279151,5.33192,90
1000,167000,7,0.008,100000,20000,120319254,0.008332468885664692,0.00016425324830262957,0.008010538434647822,0.008654399336681561,0.86107,0.0010937479375980556,5.34963,94
1000,167000,8,0.009,100000,20000,120327173,0.009457531060677428,0.0001755053174391361,0.009113546959401453,0.009801515161953404,0.86836,0.0010691628051891816,5.36767,83
1000,167000,9,0.01,100000,20000,120335092,0.01063948769722503,0.00018624637292798972,0.010274451514034956,0.011004523880415106,0.87554,0.0010438855703572112,5.38777,80
1000,167000,10,0.011,100000,20000,120343011,0.011546323787900341,0.00018906174018111497,0.011175769586290886,0.011916877989509796,0.8794,0.0010298331903759949,5.44633,89
1000,167000,11,0.012,100000,20000,120350930,0.012752580421859703,0.00020072261322678412,0.012359171329052444,0.013145989514666962,0.88536,0.0010074605223034795,5.4581,107
1000,167000,12,0.013,100000,20000,120358849,0.013742424918986708,0.00020524084503896253,0.013340160254553774,0.014144689583419641,0.88952,0.0009913332920869753,5.49251,98
1000,167000,13,0.014,100000,20000,120366768,0.01483737610900835,0.00021124361152670702,0.014423346238451835,0.015251405979564866,0.89215,0.000980909667094784,5.55642,92
1000,167000,14,0.015,100000,20000,120374687,0.01599774622461608,0.00021789291701014988,0.015570683954789812,0.016424808494442347,0.898,0.0009570579919733181,5.56138,84
1000,167000,15,0.016,100000,20000,120382606,0.017061880496499215,0.00022318938456952368,0.016624437341011288,0.017499323651987142,0.90001,0.0009486411328842958,5.59677,97
1000,167000,16,0.017,100000,20000,120390525,0.017971175326304826,0.00022589636431198898,0.01752842658801479,0.018413924064594862,0.9028,0.0009367612289158853,5.63391,80
1000,167000,17,0.018,100000,20000,120398444,0.019560432746319585,0.0002408564922842706,0.019088362695999766,0.020032502796639404,0.9066,0.0009201980221669683,5.66812,77
1000,167000,18,0.019,100000,20000,120406363,0.020519070978209358,0.00024301384401679332,0.020042772596191808,0.020995369360226907,0.90995,0.0009052126683824082,5.691,83
1000,167000,19,0.02,100000,20000,120414282,0.021524361974286723,0.00024734348013488,0.02103957766141156,0.022009146287161885,0.91265,0.0008928604454224638,5.72438,91
1000,167000,20,0.021,100000,20000,120422201,0.02254374222657144,0.00025126472874586895,0.02205127240764431,0.02303621204549857,0.91399,0.0008866356630544478,5.75953,80
1000,167000,21,0.022,100000,20000,120430120,0.023816877147075494,0.0002567107667350327,0.023313733289831166,0.024320021004319823,0.91646,0.0008749918193903299,5.80476,89
1000,167000,22,0.023,100000,20000,120438039,0.024042915785027635,0.0002482982751921054,0.023556260108227693,0.024529571461827576,0.92026,0.0008566302142698449,5.8278,93
1000,167000,23,0.024,100000,20000,120445958,0.02574503959464193,0.00026331974620512534,0.02522894237566166,0.026261136813622202,0.92181,0.0008489777611928359,5.86521,98
1000,167000,24,0.025,100000,20000,120453877,0.0263498959698044,0.00025974283668617914,0.02584080936465722,0.026858982574951583,0.92416,0.0008371875202127657,5.88775,98
1000,167000,25,0.026,100000,20000,120461796,0.027407967059880547,0.00026150495243981844,0.026895426771319644,0.02792050734844145,0.92545,0.0008306160213961684,5.89756,98
1000,167000,26,0.027,100000,20000,120469715,0.02864457239070959,0.0002681519399046904,0.02811900424611185,0.02917014053530733,0.92672,0.0008240754916875032,5.93285,100
1000,167000,27,0.028,100000,20000,120477634,0.029897758951074976,0.0002758927277647011,0.029357019141059648,0.030438498761090303,0.92833,0.0008156801523881772,5.98443,78
1000,167000,28,0.029,100000,20000,120485553,0.030559230466048866,0.0002711614495339664,0.030027763790966618,0.031090697141131114,0.93083,0.00080240582687316,5.98215,96
1000,167000,29,0.03,100000,20000,120493472,0.03196389811751267,0.000279942424168233,0.0314152210483981,0.03251257518662724,0.9338,0.0007862414387451225,5.9975,102
1000,167000,30,0.031,100000,20000,120501391,0.033120795293880526,0.0002852693277015669,0.0325616776856915,0.03367991290206955,0.93213,0.0007953845805646472,6.03121,105
1000,167000,31,0.032,100000,20000,120509310,0.03394088976709021,0.0002854140346528349,0.03338148853848839,0.03450029099569204,0.93612,0.0007733003659639639,6.0679,93
1000,167000,32,0.033,100000,20000,120517229,0.034655246660535405,0.00028239718340719133,0.03410175835172176,0.03520873496934905,0.93604,0.0007737513709196257,6.08401,99
1000,167000,33,0.034,100000,20000,120525148,0.03615963397004333,0.00029358761347316435,0.035584212821328856,0.0367350551187578,0.93777,0.000763920330270114,6.08403,92
1000,167000,34,0.035,100000,20000,120533067,0.03737533180142199,0.0002970254913146092,0.03679317253595504,0.037957491066888935,0.94033,0.0007490626882978486,6.10944,81
1000,167000,35,0.036,100000,20000,120540986,0.03792089272594785,0.0002929998571156897,0.037346623558525714,0.03849516189336998,0.94115,0.0007442222618277417,6.13989,90
1000,167000,36,0.037,100000,20000,120548905,0.03931709058830552,0.0003014694299519048,0.038726221363159966,0.03990795981345108,0.94088,0.0007458205253276418,6.15445,87
1000,167000,37,0.038,100000,20000,120556824,0.04108420142254696,0.0003135220643609812,0.04046970946804079,0.041698693377053134,0.94483,0.0007219852567746799,6.16435,91
1000,167000,38,0.039,100000,20000,120564743,0.041439486649963095,0.00030420551200596843,0.04084325480253283,0.04203571849739336,0.94568,0.0007167240584771801,6.20242,88
1000,167000,39,0.04,100000,20000,120572662,0.042447102313406274,0.0003097618125498255,0.04183998031702277,0.04305422430978978,0.94563,0.0007170348882725305,6.21092,97
